3229820181950	13
3229820181950	2
5410126806052	3
5410126806052	4
20093709	5
20093709	6
20093709	7
20093709	8
20093709	9
20093709	10
3560070420179	11
3560070420179	12
3560070420179	3
3560070419456	13
3268350120558	14
3268350120558	12
3178530402698	4
3178530402698	15
3336970711057	4
3336970711057	16
3350033118065	17
3350033118065	18
3350033118065	12
3350033118065	19
3350033118065	4
3431410131003	20
3560070600977	12
3449851140553	4
3560070725588	21
3560070725588	15
7071848006113	4
3245413922403	4
3245413922403	12
3245413922403	22
3760121210524	23
3760121210524	13
3564709005157	24
3564709005157	18
3477730001503	12
3477730001503	25
3760122961241	12
3760122961241	18
3178530411195	12
3178530411195	4
5000396015935	26
3336971112013	27
3336971112013	15
26034669	4
26034669	12
26034669	24
3175681140806	5
3175681140806	18
3175681140806	12
3178530408409	15
3178530408409	12
3178530408409	28
26035468	4
26035468	15
26035468	4
3222471834732	29
3222471834732	18
3222471834732	12
3560070907564	4
3560070907564	15
3564709001579	24
3564709001579	19
3564709001579	30
3760029247127	4
3760029247127	4
3561770000036	31
3561770000036	32
3336971202059	33
3336971202059	15
3245390021908	24
3245390021908	15
3175681120679	24
3175681120679	18
3175681120679	12
3178530407365	4
3178530407365	34
3178530407365	13
3178530407365	35
3268350120367	36
3268350120367	12
3268350120367	18
3222475123597	4
3222475123597	37
3368955782202	38
3368955782202	39
3270720080102	40
3270720080102	15
3256224371410	4
3256224371410	18
3256224371410	12
3760077531865	4
3760077531865	15
3512690000101	4
3512690000101	5
3770002558126	24
3266191085739	4
3266191085739	18
3266191085739	12
3270190155584	4
3270190155584	36
3270190155584	35
3270190155584	41
7622300737955	42
7622300737955	43
7622300737955	44
3268350120824	45
3268350120824	18
3268350120824	12
3268350120824	28
2000000000094	4
2000000000094	46
2000000000094	12
2000000000094	4
2000000000094	5
3396411227486	47
3256220363334	13
3256220363334	15
20384425	24
3263853107013	12
3263853107013	5
3368954400770	24
3368954400770	13
3368954400770	24
3368954400770	11
3368954400770	10
3368954400770	38
3256225054756	48
3256225054756	15
3256225054756	4
3256225054756	49
3256225054756	12
3256225054756	36
3256225054756	50
26039510	41
26039510	51
26039510	52
3178530409604	53
3178530409604	18
3178530409604	12
5412514933050	24
5412514933050	15
8480017076489	4
3278310003104	54
3278310003104	4
3760121211873	55
3760121211873	12
3760121211873	5
3760121211873	24
3113010128750	56
3339881001026	57
3339881001026	15
3435070029205	24
3435070029205	18
3435070029205	12
3700311810516	4
3700311810516	15
3410280021959	24
3410280021959	16
3067163621678	58
3067163621678	55
3067163621678	59
3067163621678	60
20181482	61
5000396037937	16
5000396037937	12
5000396037937	18
5000396037937	15
7610200021120	4
8480017032645	62
8480017032645	63
8480000364074	64
20276607	63
4004980517905	12
7610036000337	65
7610036000337	66
3588570003524	67
4003754176447	12
4003754176447	68
4003754176447	69
4003754176447	65
4104420053847	70
4104420054806	65
4000161100904	65
4000161100904	68
4000161440673	65
3560070559619	65
3560070559619	18
3560070559619	12
3560070559619	5
26192000	24
3760029244003	1
3760029244003	12
3760029244003	24
3760020501051	71
3760020501051	32
3760020501051	33
3760020501051	72
3760020501051	73
3760020501051	74
20127541	55
20127541	18
3396411223143	12
3560070504701	12
3560070504701	15
5901869009645	4
5901869009645	4
3265475016001	55
3265475016001	75
26018324	4
3555080708591	16
3760077534583	13
3760077534583	15
8423207207478	4
3222475720444	54
5000167082890	13
5000167082890	76
3260260031412	77
3260260031412	5
20277406	24
602652176616	78
602652176616	15
8480000335760	4
8413671022202	63
8413671030603	54
8413671022042	54
5425008344584	54
836110002074	29
24001885	29
24001885	79
24001885	80
20128609	78
20128609	81
3497900007111	82
3497900007111	15
3497900007111	12
3497900007111	4
3350033092419	18
3350033092419	83
60465005828	38
3250392250249	84
3250392250249	18
3250392250249	16
3662790003325	85
3662790003325	13
3662790003325	5
3564700083642	24
3564700083642	13
3564700083642	86
3564700083642	24
3564700083642	87
3257980085788	88
3257980085764	4
3257980085764	12
3257980085764	19
3257982161565	4
3257982161565	12
3245412512179	4
3350030201029	74
3350030201029	12
3350030201029	4
3250391773688	55
3113010125865	74
3250391095605	74
3250391095605	89
3250391095605	90
3250391095605	91
3250390424079	92
9310072000411	93
8000015003081	94
9300617324126	95
3339883010170	94
8480017020215	4
8480017020215	15
9400553011477	4
8480017155436	94
8480017155436	96
8480017155436	97
8411814206885	64
8411814206885	16
8411814215863	58
8411814215863	16
8411814215863	98
8411814210806	58
3700656401158	4
3700656401158	55
26080994	24
26080994	13
26080994	5
3222475718991	24
3222475718991	12
3222475718991	15
819701	4
8480000670151	99
3535800172659	100
3535800172659	18
3535800172659	73
3270160801534	4
3270160801534	19
3270160801534	30
3270160801534	4
3270160801534	49
8410376016789	12
4001518003312	78
4001518003312	65
8008714000899	29
8008714000899	101
8008714000899	102
24086721	103
24086721	63
8410350065055	64
8410350065055	79
8410350065055	80
8431876251197	78
8431876251197	79
8431876251197	80
8433329039826	78
8433329039826	63
8433329039833	64
8433329039833	79
8433329039833	80
3700428432885	78
3700428432885	104
85366013000299	33
3250390183976	1
3250390183976	4
3258563020295	12
3258563020295	21
3258563020295	38
5410126716016	106
8421691784543	78
8421691784543	79
8421691784543	80
8421691477292	78
8421691477292	79
8421691477292	80
8410196051380	78
8410196051380	79
8410196051380	80
8430803027225	78
8430803027225	79
8430803027225	80
7622210114730	78
7622210114730	79
7622210114730	80
20204389	78
20204389	63
20204433	64
20204433	63
8480017092991	64
8480017092991	79
8480017092991	80
24044882	78
24044882	79
24044882	80
20204365	78
20204365	79
20204365	80
8480017092984	78
8480017092984	79
8480017092984	80
24044080	78
24044080	79
24044080	80
24018128	78
24018128	79
24018128	80
8431876005066	78
8431876005066	79
8431876005066	80
8410014305169	78
5941634001061	78
5941634001061	64
5060422870099	107
3182650148985	5
3182650148985	46
3182650248739	73
3182650248739	46
3182650248739	73
3182650008982	4
3182650008982	19
3182650008982	15
8606107223124	4
8606107223124	94
8606107223124	108
4013200332198	109
50300853	65
50300853	110
5410471903024	111
4001518110294	12
4000161110170	65
4000161110170	68
42305880	65
3104544018860	65
3104544018860	13
3263852910713	67
3263852910713	19
3263852910713	30
3263852910713	4
3368390000190	12
3368390000190	19
3368390000190	30
3368390000190	4
3226219005705	112
3226219005705	113
3700663000399	18
3700663000399	75
3472860003557	33
3472860003557	34
3472860003557	13
3700125800826	24
3700125800826	34
3328481290770	13
3328481290770	19
3328481290770	4
7613035903524	12
4003754178076	94
8713445070041	29
4000161400219	114
4000161050292	65
4000161400516	65
4000161600091	65
4000161600091	65
4000161740308	115
8422584000511	65
8421691560970	116
8421691560970	63
718122600595	64
1151	117
1151	118
8480017541857	119
8480017541857	55
8480017541857	16
2000000017785	120
3350031637513	24
3350031637513	12
3350031637513	5
9300650012349	24
4000161620112	94
20594442	65
20594442	30
20594442	4
20594442	49
20045463	12
8423348402336	121
8423348402336	15
8423348402336	4
5997591100545	58
5997591100545	68
5400113569435	65
3257980832290	94
3257984499307	35
3257984499307	5
3245390015594	24
3245390015594	5
3245390015594	24
