4000161110170	Deutschland
42305880	Deutschland
3104544018860	Deutschland
3104544018860	Courrières
3263852910713	France
3263852910713	France
3368390000190	Trignac
3368390000190	Rennes
3226219005705	France
3700663000399	France
3472860003557	France
3472860003557	France
3700125800826	Carquefou
3700125800826	Courrières
3328481290770	France
3328481290770	Rennes
7613035903524	France
4003754178076	Serbia
8713445070041	Deutschland
8713445070041	Amsterdam
4000161400219	Nederkand
4000161050292	Deutschland
4000161400516	Deutschland
4000161600091	Deutschland
4000161740308	Deutschland
8422584000511	Deutschland
8422584000511	Madrid
8421691560970	España
8421691560970	Madrid
718122600595	España
1151	London
1151	France
8480017541857	Nantes
2000000017785	France
3350031637513	France
9300650012349	France
9300650012349	NSW
4000161620112	Australia
20594442	Deutschland
20045463	Etréchy
8423348402336	Golbey France
5997591100545	Paris
5400113569435	Deutschland
3257980832290	Serbia
3257980832290	Courrières
3257984499307	France
3257984499307	Courrières
3245390015594	France
3245390015594	Courrières
3245390015594	France
