Produto_Cod_barras	idIngrediente
3182650008982	20
3182650008982	1178
3182650008982	1187
3182650008982	25
3182650008982	1180
3182650008982	1181
3182650008982	1188
8606107223124	1189
8606107223124	1190
8606107223124	1191
8606107223124	1192
8606107223124	1193
8606107223124	1194
8606107223124	1195
8606107223124	1196
4013200332198	544
4013200332198	1197
4013200332198	1198
4013200332198	1199
4013200332198	1200
4013200332198	757
4013200332198	1201
4013200332198	1008
4013200332198	1202
50300853	1203
50300853	965
50300853	966
50300853	1204
50300853	1205
50300853	1206
50300853	1207
50300853	974
50300853	1208
50300853	1209
50300853	1210
50300853	1211
50300853	1212
50300853	1213
50300853	1214
50300853	1215
5410471903024	1216
5410471903024	1217
5410471903024	20
5410471903024	81
5410471903024	1218
5410471903024	1219
5410471903024	1220
5410471903024	1221
5410471903024	1222
5410471903024	1223
5410471903024	25
5410471903024	1224
5410471903024	1225
5410471903024	671
5410471903024	1226
5410471903024	1227
5410471903024	1228
5410471903024	1229
5410471903024	1230
4001518110294	546
4001518110294	544
4001518110294	1231
4001518110294	545
4001518110294	1232
4001518110294	1009
4001518110294	1233
4001518110294	1004
4001518110294	585
4001518110294	583
4001518110294	925
4001518110294	1234
4001518110294	1008
4001518110294	1235
4001518110294	1236
4001518110294	1237
4000161110170	1238
4000161110170	1239
4000161110170	546
4000161110170	585
4000161110170	1233
4000161110170	1240
4000161110170	1241
4000161110170	1242
4000161110170	1243
4000161110170	600
4000161110170	1244
4000161110170	9
4000161110170	602
4000161110170	1245
4000161110170	1246
4000161110170	1247
4000161110170	1248
4000161110170	340
4000161110170	1249
4000161110170	1250
4000161110170	1251
4000161110170	1252
4000161110170	1253
4000161110170	1254
4000161110170	1255
4000161110170	1004
4000161110170	1256
42305880	1257
42305880	1258
42305880	1259
42305880	1260
42305880	1261
42305880	1262
42305880	1263
42305880	1264
42305880	1265
3104544018860	851
3104544018860	852
3104544018860	118
3104544018860	1266
3104544018860	495
3104544018860	20
3104544018860	1267
3104544018860	1243
3104544018860	841
3104544018860	1268
3104544018860	1269
3263852910713	19
3263852910713	20
3263852910713	1270
3263852910713	1271
3263852910713	333
3263852910713	1272
3263852910713	119
3368390000190	19
3368390000190	1273
3368390000190	118
3368390000190	20
3368390000190	25
3368390000190	1274
3226219005705	526
3226219005705	20
3226219005705	1275
3226219005705	296
3226219005705	671
3226219005705	25
3226219005705	1276
3226219005705	1277
3226219005705	157
3700663000399	1278
3700663000399	118
3700663000399	1279
3700663000399	1280
3700663000399	1281
3700663000399	689
3700663000399	136
3700663000399	1282
3700663000399	1283
3700663000399	1284
3700663000399	1285
3700663000399	1286
3700663000399	25
3700663000399	1287
3472860003557	634
3472860003557	1288
3472860003557	217
3472860003557	1289
3472860003557	1290
3472860003557	1291
3472860003557	1292
3472860003557	1293
3472860003557	1294
3472860003557	81
3472860003557	1295
3472860003557	1296
3472860003557	227
3472860003557	1297
3472860003557	1298
3472860003557	1299
3472860003557	674
3472860003557	1300
3472860003557	1301
3472860003557	1302
3472860003557	32
3472860003557	1303
3472860003557	691
3472860003557	1304
3472860003557	1305
3472860003557	1306
3472860003557	25
3472860003557	1307
3472860003557	1308
3472860003557	1309
3472860003557	1310
3472860003557	1311
3700125800826	237
3700125800826	1312
3700125800826	1313
3700125800826	1314
3700125800826	1315
3700125800826	1316
3700125800826	1317
3700125800826	1318
3700125800826	1319
3700125800826	1320
3700125800826	1321
3700125800826	1322
3700125800826	1323
3700125800826	1324
3700125800826	1325
3700125800826	1326
3700125800826	1327
3328481290770	1328
3328481290770	1329
3328481290770	1330
3328481290770	1331
3328481290770	1332
3328481290770	1333
3328481290770	1334
3328481290770	1335
3328481290770	1336
3328481290770	1337
3328481290770	1338
7613035903524	1339
7613035903524	1340
7613035903524	1341
7613035903524	1342
7613035903524	1343
7613035903524	1344
7613035903524	1345
7613035903524	1346
7613035903524	1347
7613035903524	1348
7613035903524	1349
7613035903524	1350
7613035903524	1351
7613035903524	1352
7613035903524	1353
7613035903524	1354
7613035903524	1355
7613035903524	1356
7613035903524	1357
4003754178076	546
4003754178076	1358
4003754178076	583
4003754178076	584
4003754178076	585
4003754178076	586
4003754178076	587
8713445070041	1359
8713445070041	1360
8713445070041	1361
8713445070041	1362
8713445070041	1363
4000161400219	599
4000161400219	546
4000161400219	600
4000161400219	602
4000161400219	1364
4000161050292	1365
4000161050292	546
4000161050292	1366
4000161050292	1367
4000161050292	1233
4000161050292	583
4000161050292	1368
4000161050292	1241
4000161050292	1369
4000161050292	1370
4000161050292	585
4000161050292	600
4000161050292	1371
4000161050292	590
4000161050292	602
4000161050292	545
4000161050292	1372
4000161400516	599
4000161400516	546
4000161400516	1373
4000161400516	1371
4000161400516	340
4000161400516	603
4000161400516	601
4000161600091	1374
4000161600091	546
4000161600091	1375
4000161600091	585
4000161600091	1233
4000161600091	1240
4000161600091	1241
4000161600091	600
4000161600091	602
4000161600091	1376
4000161740308	1377
4000161740308	546
4000161740308	1378
4000161740308	1379
4000161740308	1380
4000161740308	1381
4000161740308	1240
4000161740308	1241
4000161740308	1382
4000161740308	602
4000161740308	604
4000161740308	1008
4000161740308	1383
4000161740308	1384
4000161740308	1385
4000161740308	606
4000161740308	1386
4000161740308	1387
4000161740308	1388
4000161740308	1389
4000161740308	1390
4000161740308	1391
4000161740308	1392
8422584000511	1393
8422584000511	1394
8422584000511	1395
8422584000511	1396
8422584000511	1397
8422584000511	913
8422584000511	1398
8421691560970	1399
8421691560970	460
8421691560970	912
8421691560970	913
8421691560970	1400
8421691560970	1401
718122600595	1402
718122600595	1403
718122600595	1404
718122600595	1405
718122600595	1406
718122600595	904
718122600595	1407
1151	1408
1151	81
1151	82
1151	83
1151	85
1151	653
1151	27
1151	20
1151	1409
1151	32
1151	1410
1151	25
1151	1411
8480017541857	1412
8480017541857	25
8480017541857	84
8480017541857	101
8480017541857	314
8480017541857	318
8480017541857	1413
8480017541857	1414
2000000017785	19
2000000017785	20
2000000017785	1415
2000000017785	255
2000000017785	1416
2000000017785	31
2000000017785	1417
2000000017785	1418
2000000017785	25
2000000017785	1419
3350031637513	1420
3350031637513	1421
3350031637513	339
3350031637513	955
3350031637513	341
3350031637513	1422
9300650012349	1423
9300650012349	1424
9300650012349	1425
9300650012349	186
9300650012349	1426
9300650012349	189
9300650012349	1427
9300650012349	974
9300650012349	1428
9300650012349	1429
9300650012349	1430
9300650012349	1431
9300650012349	1432
9300650012349	1433
4000161620112	1434
4000161620112	546
4000161620112	1435
4000161620112	585
4000161620112	1436
4000161620112	583
4000161620112	1240
4000161620112	1241
4000161620112	1437
4000161620112	614
4000161620112	600
4000161620112	1371
4000161620112	590
4000161620112	602
4000161620112	545
4000161620112	1438
20594442	27
20594442	20
20594442	1439
20594442	1440
20594442	1441
20594442	1442
20594442	1443
20594442	1444
20594442	1445
20594442	1446
20594442	1447
20594442	1448
20594442	294
20594442	1449
20594442	1450
20594442	1046
20594442	408
20594442	155
20594442	297
20594442	1306
20594442	1451
20045463	1452
20045463	1453
20045463	25
20045463	100
20045463	101
20045463	20
20045463	1454
20045463	1455
20045463	1456
20045463	1457
8423348402336	1458
8423348402336	680
8423348402336	25
8423348402336	84
8423348402336	1459
8423348402336	318
8423348402336	1460
8423348402336	1461
8423348402336	1462
8423348402336	1463
5997591100545	1464
5997591100545	583
5997591100545	585
5997591100545	1465
5997591100545	1466
5997591100545	1467
5997591100545	544
5997591100545	546
5997591100545	1009
5997591100545	1468
5997591100545	1469
5997591100545	547
5997591100545	1470
5997591100545	1471
5997591100545	1472
5400113569435	1473
5400113569435	1474
5400113569435	1475
5400113569435	1476
5400113569435	1477
5400113569435	1478
5400113569435	1344
5400113569435	1479
5400113569435	1480
5400113569435	1481
5400113569435	1482
5400113569435	1483
5400113569435	1484
5400113569435	1485
5400113569435	1486
5400113569435	1487
5400113569435	1488
5400113569435	350
5400113569435	1489
3257980832290	1490
3257984499307	1491
3245390015594	1492
3245390015594	371
3245390015594	937
3245390015594	1493
3245390015594	25
3245390015594	1494
3245390015594	1495
3245390015594	1496
