Produto_Cod_barras	idIngrediente
5412514933050	446
5412514933050	25
5412514933050	447
5412514933050	448
5412514933050	449
5412514933050	450
5412514933050	451
5412514933050	452
5412514933050	453
5412514933050	454
8480017076489	455
8480017076489	456
8480017076489	457
8480017076489	458
8480017076489	459
8480017076489	460
8480017076489	461
3278310003104	462
3278310003104	463
3760121211873	464
3760121211873	255
3760121211873	465
3760121211873	466
3760121211873	467
3760121211873	468
3760121211873	469
3760121211873	259
3760121211873	470
3760121211873	25
3760121211873	471
3113010128750	472
3113010128750	118
3113010128750	25
3113010128750	473
3113010128750	202
3113010128750	474
3113010128750	20
3113010128750	475
3113010128750	476
3339881001026	19
3339881001026	20
3339881001026	71
3339881001026	477
3339881001026	66
3339881001026	478
3339881001026	15
3339881001026	25
3339881001026	479
3435070029205	19
3435070029205	480
3435070029205	81
3435070029205	82
3435070029205	83
3435070029205	159
3435070029205	86
3435070029205	20
3435070029205	165
3435070029205	407
3435070029205	101
3435070029205	25
3435070029205	14
3435070029205	481
3435070029205	482
3435070029205	479
3700311810516	237
3700311810516	83
3700311810516	81
3700311810516	483
3700311810516	484
3700311810516	485
3410280021959	97
3410280021959	486
3410280021959	487
3410280021959	488
3410280021959	84
3410280021959	25
3410280021959	489
3410280021959	490
3410280021959	103
3410280021959	491
3410280021959	492
3067163621678	493
3067163621678	118
3067163621678	25
3067163621678	494
3067163621678	495
3067163621678	20
3067163621678	496
3067163621678	497
3067163621678	498
20181482	499
20181482	500
20181482	71
20181482	25
20181482	408
20181482	501
5000396037937	502
5000396037937	503
5000396037937	504
5000396037937	505
5000396037937	506
5000396037937	507
5000396037937	508
5000396037937	509
5000396037937	510
5000396037937	511
5000396037937	512
5000396037937	513
5000396037937	514
5000396037937	515
5000396037937	516
5000396037937	517
5000396037937	518
5000396037937	519
5000396037937	520
5000396037937	521
5000396037937	522
5000396037937	523
5000396037937	524
5000396037937	525
7610200021120	526
7610200021120	527
7610200021120	39
7610200021120	528
7610200021120	529
7610200021120	530
7610200021120	100
7610200021120	531
8480017032645	460
8480017032645	532
8480017032645	533
8480017032645	534
8480000364074	535
8480000364074	536
8480000364074	537
20276607	19
20276607	20
20276607	538
20276607	373
20276607	25
20276607	539
4004980517905	540
4004980517905	541
4004980517905	542
4004980517905	543
4004980517905	544
4004980517905	545
4004980517905	546
4004980517905	547
4004980517905	548
4004980517905	549
4004980517905	550
4004980517905	551
4004980517905	552
4004980517905	553
4004980517905	554
4004980517905	555
4004980517905	556
7610036000337	237
7610036000337	81
7610036000337	174
7610036000337	83
7610036000337	557
7610036000337	32
7610036000337	558
7610036000337	559
7610036000337	560
7610036000337	561
3588570003524	19
3588570003524	562
3588570003524	81
3588570003524	82
3588570003524	83
3588570003524	563
3588570003524	159
3588570003524	86
3588570003524	20
3588570003524	564
3588570003524	565
3588570003524	566
3588570003524	567
3588570003524	568
3588570003524	569
3588570003524	570
3588570003524	571
3588570003524	572
3588570003524	573
3588570003524	25
3588570003524	574
3588570003524	575
3588570003524	576
3588570003524	15
3588570003524	577
3588570003524	578
3588570003524	579
3588570003524	580
3588570003524	227
3588570003524	581
4003754176447	546
4003754176447	582
4003754176447	583
4003754176447	584
4003754176447	585
4003754176447	586
4003754176447	587
4104420053847	588
4104420053847	545
4104420053847	589
4104420053847	590
4104420054806	591
4104420054806	545
4104420054806	592
4104420054806	552
4104420054806	593
4104420054806	594
4104420054806	595
4104420054806	596
4104420054806	554
4104420054806	597
4104420054806	598
4000161100904	599
4000161100904	546
4000161100904	600
4000161100904	601
4000161440673	599
4000161440673	546
4000161440673	600
4000161440673	602
4000161440673	603
4000161440673	604
4000161440673	547
4000161440673	605
4000161440673	606
4000161440673	607
4000161440673	608
4000161440673	609
3560070559619	19
3560070559619	610
3560070559619	611
3560070559619	9
3560070559619	39
3560070559619	25
3560070559619	612
3560070559619	273
3560070559619	613
3560070559619	614
3560070559619	32
3560070559619	615
3560070559619	616
3560070559619	358
26192000	617
26192000	618
26192000	619
26192000	620
26192000	421
26192000	621
26192000	423
26192000	622
26192000	623
26192000	418
26192000	427
26192000	428
26192000	624
26192000	429
26192000	185
26192000	625
26192000	626
26192000	431
26192000	627
26192000	186
26192000	435
26192000	434
26192000	628
26192000	629
26192000	630
26192000	631
26192000	632
26192000	633
3760029244003	634
3760029244003	635
3760029244003	20
3760029244003	636
3760029244003	637
3760029244003	25
3760020501051	638
3760020501051	639
3760020501051	640
3760020501051	641
3760020501051	642
3760020501051	155
3760020501051	643
3760020501051	644
3760020501051	32
3760020501051	645
3760020501051	646
3760020501051	647
3760020501051	648
3760020501051	649
3760020501051	650
20127541	651
20127541	83
20127541	81
20127541	100
20127541	652
20127541	468
20127541	172
20127541	653
20127541	526
20127541	20
20127541	654
20127541	655
20127541	25
20127541	656
20127541	657
3396411223143	658
3396411223143	659
3396411223143	660
3396411223143	661
3396411223143	662
3396411223143	663
3396411223143	250
3396411223143	31
3396411223143	664
3396411223143	665
3396411223143	156
3396411223143	666
3396411223143	667
3560070504701	237
3560070504701	668
3560070504701	20
3560070504701	669
3560070504701	141
3560070504701	670
3560070504701	528
3560070504701	136
3560070504701	671
3560070504701	81
3560070504701	83
3560070504701	672
3560070504701	673
3560070504701	674
3560070504701	675
3560070504701	227
3560070504701	676
5901869009645	677
5901869009645	678
5901869009645	679
5901869009645	680
5901869009645	681
5901869009645	682
5901869009645	151
5901869009645	219
5901869009645	683
5901869009645	25
5901869009645	684
5901869009645	685
5901869009645	686
5901869009645	687
3265475016001	688
3265475016001	118
3265475016001	689
3265475016001	690
3265475016001	691
3265475016001	20
3265475016001	692
3265475016001	25
3265475016001	693
3265475016001	694
3265475016001	695
3265475016001	101
3265475016001	227
3265475016001	696
3265475016001	697
3265475016001	698
3265475016001	699
3265475016001	700
3265475016001	701
3265475016001	702
3265475016001	703
26018324	704
26018324	99
26018324	705
26018324	706
26018324	707
26018324	708
3555080708591	709
3555080708591	20
3555080708591	81
3555080708591	159
3555080708591	710
3555080708591	711
3555080708591	674
3555080708591	712
3555080708591	713
3555080708591	714
3555080708591	131
3555080708591	182
3555080708591	715
3555080708591	101
3555080708591	716
3555080708591	717
3555080708591	718
3555080708591	719
3555080708591	720
3760077534583	721
3760077534583	722
3760077534583	723
3760077534583	643
3760077534583	25
3760077534583	724
8423207207478	725
8423207207478	726
8423207207478	202
8423207207478	727
8423207207478	728
8423207207478	459
8423207207478	460
8423207207478	533
8423207207478	350
8423207207478	729
8423207207478	730
8423207207478	731
8423207207478	732
8423207207478	733
8423207207478	734
8423207207478	735
3222475720444	736
5000167082890	737
5000167082890	738
5000167082890	739
5000167082890	740
5000167082890	741
5000167082890	742
5000167082890	743
5000167082890	744
5000167082890	745
3260260031412	19
3260260031412	20
3260260031412	746
3260260031412	333
3260260031412	25
3260260031412	275
3260260031412	747
3260260031412	748
20277406	460
20277406	749
602652176616	750
602652176616	751
602652176616	169
602652176616	242
602652176616	752
602652176616	753
602652176616	754
8480000335760	755
8480000335760	756
8480000335760	757
8480000335760	758
8480000335760	759
8413671022202	455
8413671022202	760
8413671022202	459
8413671022202	460
8413671022202	461
8413671030603	455
8413671030603	760
8413671030603	459
8413671030603	460
8413671030603	461
8413671022042	455
8413671022042	760
8413671022042	459
8413671022042	460
8413671022042	461
5425008344584	761
5425008344584	20
5425008344584	762
5425008344584	763
5425008344584	764
5425008344584	765
5425008344584	766
5425008344584	767
5425008344584	768
5425008344584	769
5425008344584	770
836110002074	771
836110002074	659
836110002074	772
836110002074	528
836110002074	83
836110002074	773
836110002074	112
836110002074	774
836110002074	775
24001885	776
24001885	777
24001885	778
24001885	779
24001885	780
24001885	781
24001885	782
24001885	783
24001885	784
24001885	459
24001885	785
24001885	786
24001885	787
24001885	788
24001885	789
24001885	143
24001885	790
24001885	791
24001885	792
24001885	793
24001885	794
24001885	795
20128609	796
3497900007111	797
3497900007111	798
3497900007111	799
3497900007111	800
3497900007111	801
3497900007111	255
3497900007111	802
3497900007111	803
3497900007111	804
3497900007111	805
3497900007111	155
3497900007111	806
3497900007111	807
3350033092419	19
3350033092419	20
3350033092419	808
3350033092419	809
3350033092419	407
3350033092419	810
3350033092419	131
3350033092419	32
3350033092419	811
3350033092419	25
3350033092419	812
60465005828	813
60465005828	814
60465005828	815
60465005828	816
3250392250249	817
3250392250249	818
3250392250249	45
3250392250249	819
3250392250249	820
3250392250249	821
3250392250249	822
3250392250249	210
3250392250249	52
3250392250249	823
3250392250249	53
3250392250249	824
3250392250249	825
3250392250249	826
3250392250249	827
3250392250249	155
3250392250249	828
3250392250249	829
3662790003325	830
3662790003325	831
3662790003325	832
3662790003325	131
3662790003325	833
3662790003325	834
3662790003325	39
3662790003325	58
3662790003325	835
3662790003325	408
3662790003325	836
3662790003325	837
3662790003325	838
3662790003325	839
3662790003325	840
3564700083642	472
3564700083642	118
3564700083642	25
3564700083642	495
3564700083642	20
3564700083642	318
3564700083642	841
3564700083642	842
3257980085788	843
3257980085764	844
3257982161565	845
3245412512179	472
3245412512179	846
3245412512179	118
3245412512179	25
3245412512179	495
3245412512179	496
3245412512179	20
3245412512179	847
3245412512179	848
3350030201029	472
3350030201029	118
3350030201029	25
3350030201029	495
3350030201029	20
3350030201029	318
3350030201029	841
3350030201029	848
3250391773688	472
3250391773688	846
3250391773688	118
3250391773688	495
3250391773688	25
3250391773688	496
3250391773688	20
3250391773688	849
3113010125865	472
3113010125865	846
3113010125865	118
3113010125865	25
3113010125865	495
3113010125865	496
3113010125865	20
3113010125865	850
3113010125865	476
3250391095605	851
3250391095605	852
3250391095605	118
3250391095605	853
3250391095605	25
3250391095605	496
3250391095605	20
3250391095605	849
3250390424079	237
3250390424079	407
3250390424079	151
3250390424079	854
3250390424079	83
3250390424079	81
3250390424079	855
3250390424079	856
3250390424079	27
3250390424079	857
3250390424079	24
3250390424079	858
3250390424079	380
3250390424079	859
3250390424079	25
3250390424079	383
9310072000411	860
9310072000411	861
9310072000411	862
9310072000411	863
9310072000411	864
9310072000411	865
9310072000411	866
9310072000411	867
9310072000411	868
9310072000411	869
8000015003081	870
8000015003081	20
8000015003081	871
8000015003081	255
8000015003081	872
8000015003081	873
8000015003081	83
8000015003081	81
8000015003081	874
8000015003081	875
8000015003081	876
8000015003081	877
8000015003081	878
8000015003081	879
8000015003081	880
8000015003081	881
8000015003081	481
8000015003081	882
9300617324126	186
9300617324126	620
9300617324126	883
9300617324126	884
9300617324126	885
9300617324126	886
9300617324126	887
9300617324126	424
9300617324126	888
9300617324126	889
9300617324126	890
9300617324126	891
3339883010170	19
3339883010170	20
3339883010170	71
3339883010170	892
3339883010170	66
3339883010170	747
3339883010170	15
3339883010170	25
3339883010170	479
8480017020215	893
8480017020215	894
8480017020215	119
9400553011477	861
9400553011477	860
9400553011477	895
9400553011477	896
9400553011477	897
9400553011477	898
9400553011477	899
9400553011477	900
9400553011477	901
9400553011477	902
9400553011477	903
9400553011477	904
9400553011477	905
9400553011477	906
9400553011477	907
9400553011477	908
8480017155436	909
8480017155436	777
8480017155436	778
8480017155436	910
8480017155436	911
8480017155436	460
8480017155436	912
8480017155436	913
8480017155436	914
8480017155436	915
8411814206885	916
8411814206885	487
8411814206885	25
8411814206885	917
8411814206885	84
8411814206885	101
8411814206885	318
8411814206885	918
8411814206885	919
8411814206885	920
8411814215863	921
8411814215863	552
8411814215863	922
8411814215863	923
8411814215863	924
8411814215863	925
8411814215863	926
8411814215863	927
8411814215863	928
8411814215863	920
8411814210806	929
8411814210806	487
8411814210806	25
8411814210806	930
8411814210806	100
8411814210806	318
8411814210806	931
8411814210806	101
8411814210806	918
8411814210806	919
8411814210806	932
3700656401158	97
3700656401158	25
3700656401158	101
3700656401158	441
3700656401158	318
3700656401158	841
3700656401158	933
3700656401158	934
26080994	27
26080994	935
26080994	71
26080994	936
26080994	937
26080994	20
26080994	674
26080994	938
26080994	939
26080994	940
26080994	227
26080994	101
26080994	941
26080994	151
26080994	942
26080994	856
26080994	943
26080994	944
26080994	408
26080994	945
26080994	25
26080994	946
26080994	947
26080994	948
26080994	949
26080994	318
26080994	950
3222475718991	951
3222475718991	952
3222475718991	953
3222475718991	640
3222475718991	20
3222475718991	954
3222475718991	955
3222475718991	956
3222475718991	957
3222475718991	368
3222475718991	34
3222475718991	958
3222475718991	959
3222475718991	25
3222475718991	960
3222475718991	318
3222475718991	451
3222475718991	961
3222475718991	962
3222475718991	963
3222475718991	964
819701	965
819701	966
819701	186
819701	967
819701	968
819701	969
819701	970
819701	971
819701	972
819701	973
819701	974
819701	975
819701	976
819701	977
819701	978
819701	979
819701	552
819701	980
819701	981
8480000670151	982
8480000670151	460
8480000670151	983
8480000670151	984
3535800172659	19
3535800172659	20
3535800172659	985
3535800172659	81
3535800172659	82
3535800172659	83
3535800172659	84
3535800172659	85
3535800172659	86
3535800172659	986
3535800172659	379
3535800172659	987
3535800172659	88
3535800172659	25
3535800172659	89
3535800172659	90
3535800172659	91
3270160801534	988
3270160801534	81
3270160801534	174
3270160801534	83
3270160801534	989
3270160801534	159
3270160801534	990
3270160801534	991
3270160801534	20
3270160801534	992
3270160801534	993
3270160801534	25
3270160801534	994
3270160801534	90
3270160801534	995
8410376016789	996
8410376016789	997
8410376016789	998
8410376016789	999
8410376016789	1000
8410376016789	984
4001518003312	544
4001518003312	1001
4001518003312	1002
4001518003312	1003
4001518003312	1004
4001518003312	1005
4001518003312	1006
4001518003312	1007
4001518003312	1008
4001518003312	1009
4001518003312	1010
4001518003312	1011
4001518003312	1012
4001518003312	1013
8008714000899	1014
8008714000899	1015
8008714000899	1016
8008714000899	1017
24086721	535
24086721	1018
24086721	537
8410350065055	535
8410350065055	1018
8410350065055	1019
8431876251197	1020
8431876251197	460
8431876251197	1021
8433329039826	1022
8433329039826	460
8433329039826	1023
8433329039826	913
8433329039826	1024
8433329039833	1022
8433329039833	460
8433329039833	1023
8433329039833	913
8433329039833	1024
3700428432885	1025
3700428432885	25
3700428432885	496
3700428432885	1026
3700428432885	1027
85366013000299	1028
85366013000299	860
85366013000299	1029
85366013000299	1030
85366013000299	1031
85366013000299	1032
85366013000299	1033
85366013000299	1034
85366013000299	1035
85366013000299	1036
3250390183976	19
3250390183976	20
3250390183976	1037
3250390183976	1038
3250390183976	407
3250390183976	31
3250390183976	1039
3250390183976	25
3250390183976	88
3250390183976	68
3258563020295	19
3258563020295	20
3258563020295	1040
3258563020295	1041
3258563020295	1042
3258563020295	293
3258563020295	1043
3258563020295	1044
3258563020295	1045
3258563020295	1046
3258563020295	227
3258563020295	58
3258563020295	297
3258563020295	1047
3258563020295	68
5410126716016	1048
5410126716016	460
5410126716016	1049
5410126716016	1050
5410126716016	1051
5410126716016	1052
5410126716016	1053
5410126716016	459
5410126716016	1054
8421691784543	1055
8421691784543	1056
8421691784543	460
8421691784543	1023
8421691784543	1057
8421691784543	1058
8421691477292	1059
8421691477292	1060
8421691477292	202
8421691477292	1056
8421691477292	460
8421691477292	1023
8421691477292	1061
8421691477292	1062
8410196051380	1063
8410196051380	1064
8410196051380	778
8410196051380	1065
8410196051380	1066
8410196051380	350
8410196051380	1067
8410196051380	1068
8410196051380	1069
8410196051380	1070
8410196051380	1071
8410196051380	1072
8410196051380	1073
8410196051380	1074
8410196051380	1075
8410196051380	1076
8410196051380	1077
8410196051380	1078
8410196051380	1079
8410196051380	1080
8410196051380	1081
8410196051380	1082
8410196051380	1083
8410196051380	1084
8430803027225	1055
8430803027225	1069
8430803027225	460
8430803027225	1023
8430803027225	1085
7622210114730	1086
7622210114730	1087
7622210114730	9
7622210114730	1088
7622210114730	1089
7622210114730	460
7622210114730	1090
7622210114730	1091
7622210114730	1092
7622210114730	1093
7622210114730	1094
7622210114730	1095
7622210114730	1096
7622210114730	459
7622210114730	1097
7622210114730	1098
20204389	1099
20204389	1056
20204389	460
20204389	1023
20204389	1100
20204433	1101
20204433	1102
20204433	1103
20204433	1056
20204433	460
20204433	1023
20204433	1100
8480017092991	1104
8480017092991	1060
8480017092991	202
8480017092991	1056
8480017092991	460
8480017092991	1023
8480017092991	1105
8480017092991	984
24044882	1106
24044882	1107
24044882	255
24044882	1056
24044882	460
24044882	1023
24044882	1108
24044882	1062
20204365	1109
20204365	1103
20204365	1056
20204365	460
20204365	1110
20204365	1111
20204365	1112
20204365	912
20204365	1113
20204365	1023
20204365	1114
20204365	1115
20204365	1116
20204365	1117
20204365	1118
20204365	1119
20204365	1120
20204365	1121
20204365	459
20204365	1122
20204365	1123
8480017092984	1124
8480017092984	1056
8480017092984	460
8480017092984	1110
8480017092984	1111
8480017092984	1112
8480017092984	912
8480017092984	1125
8480017092984	911
8480017092984	1023
8480017092984	1105
8480017092984	1126
8480017092984	1127
8480017092984	1128
8480017092984	1129
8480017092984	1089
8480017092984	1130
8480017092984	1131
8480017092984	1132
8480017092984	1133
8480017092984	350
8480017092984	1134
8480017092984	1135
8480017092984	459
8480017092984	1136
24044080	1137
24044080	202
24044080	1056
24044080	460
24044080	1110
24044080	1111
24044080	1112
24044080	912
24044080	1125
24044080	911
24044080	1023
24044080	1108
24044080	1126
24044080	1138
24044080	1139
24044080	1140
24044080	1131
24044080	1132
24044080	1133
24044080	350
24044080	1141
24044080	1135
24044080	459
24044080	1142
24044080	1143
24018128	1144
24018128	1056
24018128	460
24018128	1023
24018128	1108
24018128	984
8431876005066	1048
8431876005066	460
8431876005066	1056
8431876005066	1145
8431876005066	1023
8431876005066	1146
8431876005066	1147
8431876005066	459
8431876005066	1148
8410014305169	1149
8410014305169	1150
8410014305169	460
8410014305169	1151
8410014305169	1023
8410014305169	1152
8410014305169	459
8410014305169	1153
8410014305169	1154
5941634001061	1155
5941634001061	1156
5941634001061	1157
5941634001061	1158
5941634001061	1159
5941634001061	1160
5941634001061	460
5941634001061	1161
5941634001061	1162
5941634001061	1163
5941634001061	1164
5941634001061	1165
5941634001061	1166
5941634001061	1167
5941634001061	1146
5941634001061	1168
5941634001061	1169
5060422870099	1170
5060422870099	1171
5060422870099	1172
5060422870099	83
5060422870099	81
5060422870099	769
5060422870099	1173
5060422870099	1174
5060422870099	1175
5060422870099	1176
5060422870099	1177
3182650148985	60
3182650148985	20
3182650148985	1178
3182650148985	1179
3182650148985	25
3182650148985	1180
3182650148985	1181
3182650148985	482
3182650248739	1182
3182650248739	20
3182650248739	1178
3182650248739	1179
3182650248739	1180
3182650248739	1181
3182650248739	1183
3182650248739	1184
3182650248739	1185
3182650248739	25
3182650248739	1186
3182650008982	60
